codigo,populacao_residente,Óbitos_p/Residênc,Estado,UF,Tipo,taxa_bruta_mortalidade,taxa_analfabetismo,rede_de_esgoto,tx_n_distribuicao_agua,tx_banheiro,tx_coleta_lixo,Municipio,tx_rede_agua
260805,14017,104,Pernambuco,PE,RuralAdjacente,7.419561960476565,17.37,52.7,24.32,93.09,74.7,Jatobá,74.67
260810,27720,274,Pernambuco,PE,IntermediarioAdjacente,9.884559884559884,25.72,39.21,42.07,94.49,63.1,João Alfredo,51.36
260825,11516,104,Pernambuco,PE,RuralAdjacente,9.030913511635985,22.94,41.89,68.28,84.21,48.74,Jucati,30.04
260830,15325,148,Pernambuco,PE,RuralAdjacente,9.657422512234909,21.70999999999999,55.84,90.72,87.75,72.46,Jupi,5.61
260840,13645,133,Pernambuco,PE,RuralAdjacente,9.747160131916454,27.2,64.77,20.81,95.47,82.24,Jurema,77.85
260845,17978,120,Pernambuco,PE,IntermediarioAdjacente,6.6748247858493714,18.81,15.59,40.56,96.23,86.48,Lagoa do Carro,51.81
260850,18998,167,Pernambuco,PE,Urbano,8.7903989893673,21.48,23.8,51.24,98.66,88.73,Lagoa de Itaenga,34.77
260860,11928,103,Pernambuco,PE,RuralAdjacente,8.63514419852448,27.59999999999999,48.1,10.48,95.3,64.4,Lagoa do Ouro,85.33
260870,14069,137,Pernambuco,PE,RuralAdjacente,9.737721231075414,29.11,48.0,31.85,95.59,72.02,Lagoa dos Gatos,66.96
260875,24085,160,Pernambuco,PE,IntermediarioAdjacente,6.643138883122275,18.26000000000001,56.25,22.56,93.81,74.48,Lagoa Grande,73.51
260880,39578,426,Pernambuco,PE,Urbano,10.763555510637223,18.05,57.43,24.68,96.97,85.26,Lajedo,69.45
260890,56499,501,Pernambuco,PE,Urbano,8.867413582541284,15.19,34.73,29.7,98.71,89.16,Limoeiro,63.27
260900,23858,242,Pernambuco,PE,IntermediarioAdjacente,10.143348143180484,22.33,65.69,17.86,97.84,81.53,Macaparana,79.9
260910,11331,107,Pernambuco,PE,RuralAdjacente,9.443120642485217,21.31999999999999,1.82,21.53,96.02,83.16,Machados,76.23
260915,23756,104,Pernambuco,PE,RuralAdjacente,4.377841387438963,30.17,2.78,59.32,78.58,36.03,Manari,38.69
260930,14164,123,Pernambuco,PE,RuralAdjacente,8.683987574131601,17.06999999999999,45.42,34.95,86.57,64.0,Mirandiba,62.95
260950,30642,295,Pernambuco,PE,Urbano,9.6273089223941,16.45999999999999,67.32,16.53,98.81,83.47,Nazaré da Mata,79.89
260970,21795,205,Pernambuco,PE,RuralAdjacente,9.405827024546916,22.90000000000001,26.79,59.42,95.13,69.21,Orobó,16.4
260980,13607,73,Pernambuco,PE,RuralAdjacente,5.364885720584994,16.81999999999999,35.74,8.17,93.19,59.45,Orocó,90.48
260990,65233,436,Pernambuco,PE,IntermediarioAdjacente,6.683733693069459,21.95,49.7,33.63,86.54,47.41,Ouricuri,64.13
261010,7029,60,Pernambuco,PE,RuralAdjacente,8.536064874093045,24.90000000000001,39.34,29.73,94.99,70.68,Palmeirina,67.77
261020,22984,204,Pernambuco,PE,RuralAdjacente,8.875739644970414,29.37,54.82,34.24,93.58,72.58,Panelas,63.98
261030,12195,121,Pernambuco,PE,RuralAdjacente,9.922099220992209,24.01000000000001,2.9,72.85,89.9,43.62,Paranatama,23.51
261040,18602,144,Pernambuco,PE,RuralAdjacente,7.7411031071927745,21.79000000000001,40.01,29.25,84.72,40.5,Parnamirim,69.06
261050,28330,239,Pernambuco,PE,RuralAdjacente,8.436286621955524,23.76000000000001,13.39,40.93,88.54,74.51,Passira,50.65
261080,22789,188,Pernambuco,PE,RuralAdjacente,8.249594102417834,24.42,38.42,45.49,93.88,56.93,Pedra,47.61
261090,62706,646,Pernambuco,PE,Urbano,10.302044461455043,18.22,57.78,33.78,92.74,79.39,Pesqueira,59.47
261100,34147,237,Pernambuco,PE,IntermediarioAdjacente,6.940580431663104,13.70999999999999,56.06,13.81,98.0,87.52,Petrolândia,85.19
261110,386737,2296,Pernambuco,PE,Urbano,5.936851141731978,8.430000000000007,68.49,4.99,99.36,91.52,Petrolina,93.77
261120,10498,106,Pernambuco,PE,RuralAdjacente,10.097161364069347,24.16,36.37,89.18,90.84,75.86,Poção,1.82
261130,27544,207,Pernambuco,PE,IntermediarioAdjacente,7.515248329944816,20.58,49.8,29.5,98.1,71.39,Pombos,67.95
261153,6553,53,Pernambuco,PE,RuralAdjacente,8.087898672363803,21.43000000000001,38.3,52.26,92.8,56.52,Quixaba,47.47
261170,20627,206,Pernambuco,PE,RuralAdjacente,9.986910360207496,24.26000000000001,45.28,48.29,94.43,72.17,Riacho das Almas,49.39
261200,10882,105,Pernambuco,PE,RuralAdjacente,9.648961587943393,23.55,21.88,36.38,97.4,74.14,Sairé,62.34
261210,5727,53,Pernambuco,PE,RuralAdjacente,9.25440894010826,30.36,11.17,62.21,93.86,44.81,Salgadinho,29.89
261220,62349,457,Pernambuco,PE,Urbano,7.329708575919422,11.97,63.09,12.12,94.57,87.9,Salgueiro,86.34
261230,13828,134,Pernambuco,PE,RuralAdjacente,9.690483077813132,25.79000000000001,48.45,44.9,96.35,66.83,Saloá,44.08
261240,18621,204,Pernambuco,PE,RuralAdjacente,10.955372966006122,20.77,48.49,24.9,98.18,84.61,Sanharó,71.19
261245,13832,80,Pernambuco,PE,RuralAdjacente,5.78368999421631,20.90000000000001,33.76,56.39,84.93,44.39,Santa Cruz,42.26
261247,11563,100,Pernambuco,PE,RuralAdjacente,8.648274669203493,17.53,48.62,95.86,94.9,63.84,Santa Cruz da Baixa Verde,2.13
261250,98233,489,Pernambuco,PE,Urbano,4.977960563150876,11.76000000000001,87.48,48.43,98.02,97.35,Santa Cruz do Capibaribe,39.04
261255,12103,92,Pernambuco,PE,RuralAdjacente,7.601421135255722,24.23,9.31,64.56,86.41,40.92,Santa Filomena,21.8
261260,40570,211,Pernambuco,PE,RuralAdjacente,5.200887355188563,16.81999999999999,38.06,16.03,95.19,51.54,Santa Maria da Boa Vista,81.09
261270,14003,110,Pernambuco,PE,RuralAdjacente,7.855459544383346,24.77,18.83,60.18,87.79,61.09,Santa Maria do Cambucá,33.58
261280,10239,76,Pernambuco,PE,RuralAdjacente,7.422599863267897,19.42,67.27,28.98,95.39,73.06,Santa Terezinha,67.78
261300,49444,372,Pernambuco,PE,IntermediarioAdjacente,7.523663134050643,21.92,48.64,47.34,87.71,67.47,São Bento do Una,48.8
261310,37120,320,Pernambuco,PE,IntermediarioAdjacente,8.620689655172413,22.94,52.55,26.97,93.5,81.97,São Caitano,68.18
261320,23832,203,Pernambuco,PE,RuralAdjacente,8.517959046659952,22.61,23.97,36.75,88.17,60.08,São João,60.48
261330,20031,204,Pernambuco,PE,IntermediarioAdjacente,10.18421446757526,27.67,71.03,23.23,95.71,81.98,São Joaquim do Monte,74.16
261350,34831,281,Pernambuco,PE,RuralAdjacente,8.067526054376849,19.77,37.7,34.29,94.76,64.53,São José do Belmonte,51.28
261360,30989,295,Pernambuco,PE,IntermediarioAdjacente,9.519506921810965,16.51000000000001,60.32,28.13,97.21,75.35,São José do Egito,69.78
261380,16666,138,Pernambuco,PE,IntermediarioAdjacente,8.28033121324853,23.09999999999999,47.4,36.25,97.42,77.32,São Vicente Férrer,55.32
261390,92203,659,Pernambuco,PE,Urbano,7.147272865308071,15.45999999999999,76.05,20.38,95.22,78.29,Serra Talhada,77.05
261400,18194,126,Pernambuco,PE,RuralAdjacente,6.925360008794108,20.63,27.66,39.17,89.49,46.09,Serrita,51.52
261410,32799,267,Pernambuco,PE,IntermediarioAdjacente,8.140492088173419,19.59,47.98,43.33,94.93,64.27,Sertânia,51.36
261430,10532,60,Pernambuco,PE,RuralAdjacente,5.6969236612229395,19.18000000000001,14.83,45.51,88.61,61.74,Moreilândia,46.66
261440,5209,43,Pernambuco,PE,RuralAdjacente,8.254943367248993,20.52,31.57,64.64,92.93,47.44,Solidão,30.62
261450,64098,513,Pernambuco,PE,Urbano,8.003369839932603,17.92,47.98,18.96,97.57,88.93,Surubim,76.23
261460,27674,238,Pernambuco,PE,IntermediarioAdjacente,8.6001300860013,16.63,69.57,19.09,97.87,82.11,Tabira,77.5
261470,13735,105,Pernambuco,PE,RuralAdjacente,7.6447033127047685,26.67,44.06,42.01,87.3,64.74,Tacaimbó,56.35
261480,23900,144,Pernambuco,PE,RuralAdjacente,6.025104602510461,19.14,26.87,39.6,94.48,48.43,Tacaratu,53.81
261500,24731,203,Pernambuco,PE,IntermediarioAdjacente,8.208321539767903,16.31,52.45,75.04,96.73,89.21,Taquaritinga do Norte,11.67
261510,6513,61,Pernambuco,PE,RuralAdjacente,9.365883617380623,27.98,43.15,57.78,85.97,50.53,Terezinha,37.34
261520,8916,42,Pernambuco,PE,RuralAdjacente,4.710632570659489,15.48999999999999,62.52,19.23,95.67,71.29,Terra Nova,78.16
261530,46136,459,Pernambuco,PE,Urbano,9.948846887463151,17.09999999999999,58.7,15.34,95.7,89.8,Timbaúba,80.23
261540,41133,228,Pernambuco,PE,Urbano,5.542994675807746,15.14,76.88,44.16,98.68,97.88,Toritama,47.88
261550,13865,115,Pernambuco,PE,Urbano,8.294266137756942,19.40000000000001,26.32,20.28,98.82,91.7,Tracunhaém,75.99
261560,30317,235,Pernambuco,PE,Urbano,7.751426592340931,18.23999999999999,37.48,27.98,91.17,71.19,Trindade,65.93
261570,14697,138,Pernambuco,PE,RuralAdjacente,9.389671361502348,12.79000000000001,19.96,55.34,97.46,63.42,Triunfo,38.48
261580,26931,131,Pernambuco,PE,RuralAdjacente,4.864282796776949,25.94,33.61,43.99,90.74,47.68,Tupanatinga,54.74
261590,8003,89,Pernambuco,PE,RuralAdjacente,11.120829688866674,17.25,60.92,19.51,99.19,83.51,Tuparetama,80.12
261600,17245,149,Pernambuco,PE,RuralAdjacente,8.640185561032183,19.91,54.84,50.34,95.69,69.31,Venturosa,45.37
261610,9165,75,Pernambuco,PE,RuralAdjacente,8.183306055646481,18.92,36.17,26.37,93.31,64.47,Verdejante,71.6
261618,7551,71,Pernambuco,PE,RuralAdjacente,9.402728115481393,27.55,11.15,83.35,88.55,57.82,Vertente do Lério,12.43
261620,21948,136,Pernambuco,PE,RuralAdjacente,6.1964643703298705,19.42,52.06,52.77,85.32,84.45,Vertentes,42.71
261630,26357,229,Pernambuco,PE,IntermediarioAdjacente,8.688393975035096,20.06,39.76,20.51,98.27,77.5,Vicência,73.87
261640,134036,1151,Pernambuco,PE,Urbano,8.587245217702707,15.34999999999999,67.21,21.59,98.95,87.98,Vitória de Santo Antão,73.14
270010,19000,142,Alagoas,AL,RuralAdjacente,7.473684210526316,22.89,29.35,26.81,92.84,48.6,Água Branca,71.31
270030,234675,1622,Alagoas,AL,Urbano,6.911686374773623,15.26000000000001,18.68,16.16,98.58,96.77,Arapiraca,77.6
270070,16445,121,Alagoas,AL,IntermediarioAdjacente,7.357859531772575,23.3,39.08,25.59,89.87,88.05,Batalha,70.49
270090,5935,31,Alagoas,AL,RuralAdjacente,5.223251895534962,27.05,1.41,52.98,95.66,60.41,Belo Monte,46.69
270120,10479,78,Alagoas,AL,RuralAdjacente,7.443458345261953,29.97,0.22,70.68,66.46,62.41,Cacimbinhas,25.33
270150,8138,71,Alagoas,AL,RuralAdjacente,8.724502334725976,32.58,10.81,9.08,94.99,55.52,Campo Grande,89.38
270160,15554,141,Alagoas,AL,RuralAdjacente,9.065192233509066,29.90000000000001,4.14,67.05,73.57,49.71,Canapi,32.36
270180,8994,69,Alagoas,AL,RuralAdjacente,7.671781187458306,22.27,3.61,32.9,81.44,61.93,Carneiros,64.88
270200,10808,87,Alagoas,AL,RuralAdjacente,8.049592894152479,28.34,0.28,74.79,87.89,46.02,Coité do Nóia,19.23
270235,25392,144,Alagoas,AL,RuralAdjacente,5.671077504725898,28.91,7.06,27.16,89.7,66.05,Craíbas,71.43
270240,51305,396,Alagoas,AL,Urbano,7.7185459506870675,17.48,65.23,5.28,97.59,94.08,Delmiro Gouveia,93.63
270250,9795,77,Alagoas,AL,RuralAdjacente,7.861153649821336,27.27,0.09,55.62,60.06,59.45,Dois Riachos,41.62
270255,15425,152,Alagoas,AL,RuralAdjacente,9.854132901134523,34.2,0.76,60.9,95.69,37.92,Estrela de Alagoas,35.97
270290,36091,225,Alagoas,AL,RuralAdjacente,6.234241223573744,30.23999999999999,5.37,50.63,76.53,59.86,Girau do Ponciano,48.57
270310,23989,226,Alagoas,AL,RuralAdjacente,9.420984617949893,28.98999999999999,7.78,55.67,75.97,52.99,Igaci,39.94
270330,15165,140,Alagoas,AL,RuralAdjacente,9.23178371249588,28.69,1.34,56.27,76.09,53.75,Inhapi,41.89
270340,5083,42,Alagoas,AL,RuralAdjacente,8.262836907338187,23.77,0.98,12.81,96.63,88.73,Jacaré dos Homens,86.58
270370,4982,42,Alagoas,AL,RuralAdjacente,8.430349257326375,31.23999999999999,32.16,53.98,95.49,83.13,Jaramataia,45.83
270410,18453,122,Alagoas,AL,RuralAdjacente,6.611391101717878,27.56,4.38,37.44,84.58,80.89,Lagoa da Canoa,53.33
270440,17696,128,Alagoas,AL,RuralAdjacente,7.2332730560578655,27.55,1.75,52.67,75.51,63.15,Major Isidoro,45.7
270460,9526,84,Alagoas,AL,RuralAdjacente,8.817971866470712,27.87,0.09,45.8,81.4,70.67,Maravilha,52.79
270500,21838,141,Alagoas,AL,RuralAdjacente,6.45663522300577,31.08,9.01,53.46,75.27,37.69,Mata Grande,45.23
270530,4843,39,Alagoas,AL,RuralAdjacente,8.052859797646088,32.52,0.25,56.94,93.46,53.92,Minador do Negrão,39.48
270540,7178,45,Alagoas,AL,RuralAdjacente,6.2691557536918365,26.45999999999999,0.41,19.67,89.91,76.3,Monteirópolis,76.8
270570,20683,154,Alagoas,AL,IntermediarioAdjacente,7.445728375960933,20.05,2.64,13.64,94.93,75.84,Olho d'Água das Flores,84.97
270580,8345,52,Alagoas,AL,RuralAdjacente,6.231276213301379,24.76000000000001,24.92,26.65,94.5,61.42,Olho d'Água do Casado,70.19
270590,4327,41,Alagoas,AL,RuralAdjacente,9.47538710422926,32.12,0.22,31.45,86.86,65.8,Olho d'Água Grande,49.38
270600,10805,90,Alagoas,AL,RuralAdjacente,8.32947709393799,27.31999999999999,0.98,48.39,90.99,51.47,Olivença,50.49
270610,11435,78,Alagoas,AL,RuralAdjacente,6.821163095758636,23.45,0.3,77.1,89.14,67.1,Ouro Branco,18.29
270620,4323,29,Alagoas,AL,RuralAdjacente,6.708304418228082,21.92,1.97,16.43,90.23,90.99,Palestina,78.43
270630,71555,636,Alagoas,AL,Urbano,8.888267766054085,18.83,14.78,16.62,94.59,72.85,Palmeira dos Índios,80.69
270640,23816,154,Alagoas,AL,RuralAdjacente,6.466241182398387,24.12,7.98,18.38,89.94,72.06,Pão de Açúcar,81.08
270642,10572,84,Alagoas,AL,RuralAdjacente,7.945516458569807,22.23999999999999,5.76,27.62,94.45,90.96,Pariconha,71.89
270710,22598,151,Alagoas,AL,IntermediarioAdjacente,6.682007257279405,20.76000000000001,46.44,18.92,91.77,81.34,Piranhas,79.23
270720,12512,88,Alagoas,AL,RuralAdjacente,7.033248081841432,26.73,2.67,70.02,78.37,52.73,Poço das Trincheiras,28.65
270750,20076,149,Alagoas,AL,RuralAdjacente,7.421797170751145,27.31,21.18,9.11,97.42,69.16,Porto Real do Colégio,75.55
270760,11075,81,Alagoas,AL,RuralAdjacente,7.313769751693003,25.11,31.03,26.5,95.68,72.47,Quebrangulo,72.82
270800,46194,324,Alagoas,AL,Urbano,7.0138979088193265,20.97,16.0,25.48,90.95,70.95,Santana do Ipanema,73.35
270820,6549,54,Alagoas,AL,RuralAdjacente,8.245533669262484,25.34,9.77,4.09,98.73,97.51,São Brás,95.21
270840,30594,193,Alagoas,AL,RuralAdjacente,6.308426488854024,26.98999999999999,7.09,31.54,83.21,58.59,São José da Tapera,65.42
270895,12299,71,Alagoas,AL,RuralAdjacente,5.772827059110497,25.58,15.13,72.15,68.0,44.55,Senador Rui Palmeira,26.38
270920,23560,158,Alagoas,AL,RuralAdjacente,6.706281833616299,32.69,4.58,68.98,71.34,43.31,Traipu,29.87
280010,2166,21,Sergipe,SE,RuralAdjacente,9.69529085872576,18.73,25.17,9.02,99.46,98.52,Amparo do São Francisco,90.85
280020,20126,170,Sergipe,SE,IntermediarioAdjacente,8.44678525290669,22.31,40.19,17.82,96.0,90.51,Aquidabã,80.05
280110,3789,32,Sergipe,SE,RuralAdjacente,8.44550013196094,23.97,6.15,13.56,96.45,85.25,Canhoba,85.65
280120,26816,169,Sergipe,SE,IntermediarioAdjacente,6.302207637231503,22.37,46.27,17.6,98.21,78.82,Canindé de São Francisco,77.18
280140,19932,145,Sergipe,SE,RuralAdjacente,7.274734095926148,25.17,6.78,21.67,93.95,82.09,Carira,77.82
280160,5391,57,Sergipe,SE,IntermediarioAdjacente,10.573177518085698,15.65000000000001,39.52,2.74,99.33,98.6,Cedro de São João,94.77
280190,3824,23,Sergipe,SE,RuralAdjacente,6.014644351464435,21.91,18.42,9.94,99.12,88.3,Cumbe,89.33
280220,5971,45,Sergipe,SE,RuralAdjacente,7.536426059286552,23.29000000000001,36.23,7.17,99.01,86.6,Feira Nova,91.23
280230,14524,107,Sergipe,SE,RuralAdjacente,7.367116496832828,20.31,42.12,12.81,98.07,94.43,Frei Paulo,86.0
280240,11089,72,Sergipe,SE,RuralAdjacente,6.492920912616106,27.67,14.69,26.01,92.43,59.2,Gararu,71.61
280260,5830,53,Sergipe,SE,RuralAdjacente,9.09090909090909,23.14,27.57,6.43,99.39,69.88,Gracho Cardoso,92.58
280310,4743,30,Sergipe,SE,RuralAdjacente,6.325110689437065,25.29000000000001,29.14,4.1,98.41,84.64,Itabi,95.46
280350,101558,767,Sergipe,SE,Urbano,7.552334626518837,18.44,23.4,21.39,97.27,90.77,Lagarto,75.44
280370,6831,63,Sergipe,SE,RuralAdjacente,9.22266139657444,19.5,29.97,36.77,95.98,90.31,Macambira,61.71
280420,14332,69,Sergipe,SE,RuralAdjacente,4.814401339659503,25.45999999999999,45.72,20.38,88.93,70.77,Monte Alegre de Sergipe,76.05
280445,9228,68,Sergipe,SE,RuralAdjacente,7.368877329865627,25.48999999999999,44.34,5.3,97.22,71.68,Nossa Senhora Aparecida,94.55
280450,41198,241,Sergipe,SE,IntermediarioAdjacente,5.849798533909413,19.25,56.12,7.47,98.48,82.57,Nossa Senhora da Glória,92.01
280460,24993,222,Sergipe,SE,IntermediarioAdjacente,8.882487096386988,20.89,16.88,18.65,99.17,94.0,Nossa Senhora das Dores,76.84
280470,6267,43,Sergipe,SE,RuralAdjacente,6.8613371629168665,22.78,18.36,8.47,96.17,93.36,Nossa Senhora de Lourdes,91.27
280500,2777,20,Sergipe,SE,RuralAdjacente,7.2020165646380985,17.94,17.87,8.99,99.27,90.49,Pedra Mole,90.8
280520,5677,41,Sergipe,SE,RuralAdjacente,7.222124361458516,21.05,25.15,33.23,95.12,72.49,Pinhão,64.99
280540,33412,174,Sergipe,SE,RuralAdjacente,5.20770980486053,26.61,29.55,27.6,91.1,55.4,Poço Redondo,69.6
280550,21789,173,Sergipe,SE,IntermediarioAdjacente,7.9397861306163655,21.93000000000001,51.35,20.7,98.9,82.37,Poço Verde,76.73
280560,26565,172,Sergipe,SE,RuralAdjacente,6.474684735554301,22.34,38.66,17.45,98.7,75.51,Porto da Folha,81.5
280570,26609,246,Sergipe,SE,Urbano,9.244992295839754,14.66,71.61,3.27,99.02,97.99,Propriá,96.44
280600,17027,151,Sergipe,SE,IntermediarioAdjacente,8.868268044869913,20.89,65.47,11.0,99.08,92.45,Ribeirópolis,87.38
280700,3434,31,Sergipe,SE,RuralAdjacente,9.02737332556785,26.03,42.08,15.38,92.51,89.85,São Miguel do Aleixo,81.81
280710,42560,321,Sergipe,SE,IntermediarioAdjacente,7.542293233082707,19.34999999999999,44.58,27.7,96.39,84.52,Simão Dias,64.41
280730,3273,24,Sergipe,SE,RuralAdjacente,7.332722273143905,21.41,27.04,7.16,98.93,98.21,Telha,92.57
280740,50895,378,Sergipe,SE,Urbano,7.427055702917772,20.08,74.95,16.07,96.17,91.03,Tobias Barreto,82.52
290010,7296,80,Bahia,BA,RuralRemoto,10.964912280701753,18.84,23.99,4.92,99.3,65.98,Abaíra,85.78
290020,17629,110,Bahia,BA,RuralRemoto,6.239718645413807,19.94,51.51,10.5,91.22,70.53,Abaré,87.75
290035,14197,105,Bahia,BA,RuralAdjacente,7.395928717334648,27.92,40.81,20.11,91.38,77.88,Adustina,76.38
290040,14481,108,Bahia,BA,RuralAdjacente,7.458048477315103,20.02,3.34,24.43,93.34,63.95,Água Fria,62.81
290050,10596,90,Bahia,BA,RuralAdjacente,8.493771234428085,24.17,0.35,30.16,99.1,59.77,Érico Cardoso,57.58
290100,36503,318,Bahia,BA,IntermediarioAdjacente,8.711612744158016,15.23999999999999,28.12,17.79,98.05,81.9,Amargosa,81.59
290115,15133,89,Bahia,BA,RuralAdjacente,5.881186810282165,17.48999999999999,0.39,15.11,93.88,88.4,América Dourada,82.25
290120,25422,179,Bahia,BA,RuralAdjacente,7.041145464558257,25.81999999999999,10.61,70.51,93.51,31.63,Anagé,27.34
290130,13069,84,Bahia,BA,RuralAdjacente,6.427423674343867,18.91,15.04,30.39,92.39,78.99,Andaraí,60.67
290135,14999,134,Bahia,BA,RuralAdjacente,8.93392892859524,19.22,36.4,38.58,81.01,56.23,Andorinha,60.68
290140,13730,119,Bahia,BA,RuralAdjacente,8.667152221412964,18.84999999999999,0.44,23.56,96.57,56.95,Angical,65.44
290150,11019,83,Bahia,BA,RuralAdjacente,7.532443960431981,14.78,23.94,12.19,92.51,72.86,Anguera,87.02
290160,14194,121,Bahia,BA,RuralAdjacente,8.524728758630408,18.31,58.56,7.83,97.26,83.27,Antas,79.73
290170,11138,78,Bahia,BA,RuralAdjacente,7.003052612677322,20.59999999999999,10.7,28.48,94.82,52.68,Antônio Cardoso,67.68
290180,10860,88,Bahia,BA,RuralAdjacente,8.103130755064457,16.31999999999999,6.65,12.8,96.56,78.41,Antônio Gonçalves,81.37
290200,13930,120,Bahia,BA,RuralAdjacente,8.614501076812635,22.53,1.22,51.64,97.37,33.8,Aracatu,43.95
290210,48267,297,Bahia,BA,RuralAdjacente,6.153272422151781,26.84,33.59,32.39,84.84,67.05,Araci,64.34
290250,13599,99,Bahia,BA,RuralAdjacente,7.27994705493051,22.56,0.11,4.48,95.15,34.47,Baianópolis,78.8
290260,18214,148,Bahia,BA,RuralAdjacente,8.125617656747558,19.28,34.14,34.21,82.47,68.38,Baixa Grande,63.93
290265,11957,94,Bahia,BA,RuralAdjacente,7.861503721669315,20.83,2.54,6.99,97.89,85.03,Banzaê,74.03
290270,51079,358,Bahia,BA,RuralRemoto,7.008751150179134,20.12,29.74,25.68,86.02,61.39,Barra,67.96
290280,26019,151,Bahia,BA,RuralAdjacente,5.803451324032437,13.73,48.04,10.01,97.56,63.81,Barra da Estiva,75.74
290290,36532,290,Bahia,BA,IntermediarioAdjacente,7.9382459213839915,22.29000000000001,20.5,18.19,98.39,87.34,Barra do Choça,78.84
290300,13829,136,Bahia,BA,RuralAdjacente,9.834405958493022,11.18000000000001,0.22,13.66,97.11,62.83,Barra do Mendes,64.81
290320,159707,848,Bahia,BA,Urbano,5.309723431033079,7.510000000000005,73.62,4.43,99.24,94.32,Barreiras,93.97
290323,13450,110,Bahia,BA,RuralAdjacente,8.178438661710038,11.5,0.97,22.18,97.35,62.99,Barro Alto,64.32
290327,15201,102,Bahia,BA,RuralAdjacente,6.710084862837971,16.58,28.76,13.17,97.18,93.66,Barrocas,85.12
290350,18401,173,Bahia,BA,RuralAdjacente,9.401662953100374,20.01000000000001,0.88,49.32,96.37,56.59,Belo Campo,38.01
290360,15136,133,Bahia,BA,RuralAdjacente,8.786997885835095,21.92,20.34,8.53,92.46,44.61,Biritinga,77.55
290370,13678,131,Bahia,BA,RuralAdjacente,9.577423599941511,27.13,31.47,29.48,94.01,61.38,Boa Nova,69.4
290380,16862,78,Bahia,BA,RuralAdjacente,4.62578579053493,24.01000000000001,4.68,28.81,83.93,65.91,Boa Vista do Tupim,68.51
290390,65529,455,Bahia,BA,Urbano,6.94349066825375,13.7,45.59,10.41,95.71,73.28,Bom Jesus da Lapa,78.59
290395,9724,93,Bahia,BA,RuralAdjacente,9.563965446318388,22.43000000000001,0.16,59.05,87.54,39.34,Bom Jesus da Serra,40.54
290400,13616,102,Bahia,BA,RuralRemoto,7.491186839012927,14.67,0.97,1.61,98.04,53.51,Boninal,97.42
290405,15841,81,Bahia,BA,RuralAdjacente,5.113313553437283,13.98,0.3,6.28,94.09,87.97,Bonito,88.31
290410,19311,188,Bahia,BA,RuralRemoto,9.735383978043602,20.55,3.94,20.6,94.12,47.36,Boquira,48.95
290420,11018,70,Bahia,BA,RuralAdjacente,6.353240152477763,22.76000000000001,31.51,17.93,96.21,53.53,Botuporã,67.72
290430,12927,110,Bahia,BA,RuralAdjacente,8.509321574998067,20.8,29.12,25.23,92.28,73.41,Brejões,70.71
290440,9108,57,Bahia,BA,RuralAdjacente,6.258234519104084,20.48,0.19,39.18,94.42,36.18,Brejolândia,48.5
290450,11761,124,Bahia,BA,RuralRemoto,10.543321146161041,11.76000000000001,19.54,17.07,95.7,62.63,Brotas de Macaúbas,67.9
290460,70484,538,Bahia,BA,Urbano,7.632937971738267,11.93000000000001,60.99,19.56,98.45,77.9,Brumado,79.99
290475,19580,117,Bahia,BA,RuralRemoto,5.975485188968335,21.92,6.59,41.64,83.34,43.47,Buritirama,47.24
290480,6201,49,Bahia,BA,RuralAdjacente,7.901951298177712,22.25,69.24,30.21,98.53,74.07,Caatiba,69.61
290485,16542,126,Bahia,BA,RuralAdjacente,7.616974972796518,20.5,6.52,14.26,94.84,54.94,Cabaceiras do Paraguaçu,82.2
290500,22449,225,Bahia,BA,IntermediarioAdjacente,10.022718161165308,14.05,14.65,8.5,99.54,70.6,Caculé,90.32
290510,10377,82,Bahia,BA,RuralAdjacente,7.902091163149272,20.25,13.83,15.32,88.19,68.32,Caém,74.33
290515,11258,83,Bahia,BA,RuralAdjacente,7.372535086160952,24.09,11.76,63.81,91.09,32.98,Caetanos,30.8
290520,51983,405,Bahia,BA,IntermediarioAdjacente,7.791008598965046,15.45,34.03,20.85,97.27,64.89,Caetité,71.43
290530,17461,123,Bahia,BA,RuralAdjacente,7.044270087623848,16.42,2.68,10.65,96.7,76.63,Cafarnaum,77.52
290550,13071,96,Bahia,BA,RuralAdjacente,7.344503098462245,21.11,14.57,9.09,94.24,69.74,Caldeirão Grande,90.26
290590,30663,173,Bahia,BA,RuralAdjacente,5.6419789322636404,20.64,0.44,64.42,73.48,26.07,Campo Alegre de Lourdes,26.29
290600,71351,505,Bahia,BA,IntermediarioAdjacente,7.077686367394991,18.47,12.93,23.47,93.1,71.52,Campo Formoso,67.75
290610,10221,58,Bahia,BA,RuralAdjacente,5.674591527247824,22.36,27.97,36.92,92.47,50.8,Canápolis,58.94
290620,24202,211,Bahia,BA,RuralAdjacente,8.718287744814477,13.09999999999999,1.51,10.96,97.33,74.12,Canarana,85.54
290640,7765,71,Bahia,BA,RuralAdjacente,9.143593045717965,18.92,0.29,32.16,94.88,64.78,Candeal,66.22
290660,13010,111,Bahia,BA,RuralAdjacente,8.531898539584935,19.0,0.71,24.11,98.91,60.59,Candiba,67.63
290670,25238,235,Bahia,BA,IntermediarioAdjacente,9.311355891909026,20.04000000000001,7.36,18.53,97.0,76.55,Cândido Sales,77.18
290680,37420,250,Bahia,BA,RuralAdjacente,6.680919294494923,20.19,30.88,25.88,87.41,58.47,Cansanção,71.35
